,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
4370,1,0,2,70,70,56,13,1,0,0
4898,6,0,1,125,125,65,27,2,9,0
438,6,0,1,140,140,60,6,1,7,0
3820,6,0,1,130,130,70,12,3,6,0
2281,3,1,0,145,145,78,9,2,11,0
2372,3,0,0,145,145,70,22,3,9,0
2248,1,0,2,90,90,46,17,2,9,0
2803,2,1,2,0,0,93,24,0,10,0
4470,5,0,0,300,300,50,11,2,7,0
1721,3,1,0,140,140,50,5,2,20,0
2473,2,1,2,0,0,84,24,0,0,0
2123,2,1,2,0,0,76,5,0,15,0
4702,6,0,1,125,125,61,25,2,13,0
899,5,1,0,290,290,45,22,6,0,0
2937,5,1,0,350,350,81,15,5,1,0
93,2,1,2,0,0,83,9,0,6,0
2532,6,0,1,140,140,66,27,1,19,0
2336,4,0,1,115,115,66,10,5,21,0
3090,2,1,2,0,0,57,20,5,21,0
3228,0,0,0,290,290,44,21,4,21,0
3615,2,1,2,0,0,77,9,4,11,0
2035,4,1,1,115,115,85,12,2,21,0
2882,6,0,1,140,140,69,20,0,4,0
3239,6,1,1,110,110,57,29,3,21,0
3263,0,1,0,290,290,37,11,4,6,0
1422,1,0,2,100,100,70,6,4,21,0
581,0,1,0,290,290,54,6,1,19,0
414,1,0,2,120,120,58,10,5,14,0
4140,2,1,2,0,0,60,14,2,2,0
2591,0,1,0,350,350,77,13,1,20,0
3162,6,0,1,110,110,43,6,3,17,0
674,2,1,2,0,0,61,9,4,14,0
1035,3,1,0,150,150,96,25,1,6,0
2010,1,0,2,90,90,46,18,5,10,0
3855,6,1,1,130,130,88,8,3,17,0
1873,6,1,1,120,120,55,26,0,22,0
724,5,0,0,290,290,58,31,5,12,0
2682,0,0,0,350,350,63,10,5,16,0
4043,5,1,0,300,300,70,18,3,16,0
3298,0,0,0,290,290,34,27,3,16,0
672,0,0,0,290,290,66,7,2,2,0
2528,0,0,0,350,350,73,23,6,5,0
2235,2,1,2,0,0,95,17,0,3,0
408,2,1,2,0,0,55,4,6,8,0
77,0,1,0,350,350,94,24,5,2,0
2414,3,0,0,145,145,62,8,3,7,0
2055,6,1,1,125,125,84,3,2,7,0
1889,3,1,0,140,140,56,17,1,22,0
2603,4,1,1,160,160,82,13,1,22,0
2128,0,0,0,330,330,71,10,5,22,0
3942,0,0,0,340,340,73,8,3,18,0
3941,3,1,0,150,150,79,24,2,2,0
4614,0,0,0,330,330,64,17,5,22,0
317,2,1,2,0,0,89,27,4,23,0
223,3,1,0,180,180,85,23,1,22,0
1619,2,1,2,0,0,78,10,3,13,0
2864,0,0,0,350,350,61,24,2,15,0
1472,2,1,2,0,0,72,26,5,19,0
1553,3,1,0,140,140,82,23,4,3,0
1460,6,0,1,130,130,55,14,0,16,0
4555,6,1,1,125,125,84,22,4,23,0
2530,2,1,2,0,0,57,24,2,12,0
3473,0,1,0,290,290,74,12,6,12,0
3295,6,1,1,110,110,65,7,2,18,0
3851,0,1,0,340,340,82,16,6,4,0
3605,3,1,0,150,150,98,3,0,23,0
2846,5,0,0,350,350,66,27,3,1,0
1534,1,0,2,70,70,55,1,3,6,0
3930,2,1,2,0,0,68,31,1,0,0
2451,1,1,2,90,90,81,13,5,23,0
4344,5,0,0,300,300,53,28,1,6,0
2219,0,1,0,330,330,86,20,1,15,0
4196,2,1,2,0,0,68,23,1,3,0
4874,1,0,2,90,90,47,14,0,21,0
2299,5,1,0,330,330,76,8,6,6,0
1625,1,1,2,70,70,68,18,4,3,0
2835,3,1,0,180,180,81,21,3,0,0
415,2,1,2,0,0,87,11,6,17,0
2129,1,1,2,90,90,89,11,6,5,0
3823,0,1,0,340,340,78,3,0,4,0
407,1,1,2,120,120,86,3,5,3,0
3639,4,1,1,120,120,81,17,5,21,0
2445,2,1,2,0,0,79,12,0,9,0
3564,0,0,0,340,340,72,21,6,14,0
498,1,0,2,120,120,48,5,5,12,0
3604,4,0,1,120,120,71,15,2,8,0
2349,6,1,1,125,125,96,28,3,3,0
4260,5,0,0,300,300,54,8,0,7,0
3594,2,1,2,0,0,67,28,2,22,0
1540,0,0,0,300,300,72,7,2,20,0
4700,2,1,2,0,0,74,21,2,6,0
4863,6,1,1,125,125,93,9,4,19,0
4571,3,1,0,145,145,92,19,0,6,0
3458,3,0,0,130,130,58,11,1,22,0
2561,4,1,1,160,160,78,27,2,11,0
2524,5,0,0,350,350,63,16,1,15,0
4784,2,1,2,0,0,55,2,4,23,0
3116,0,0,0,290,290,51,22,0,5,0
1820,0,0,0,300,300,57,30,6,15,0
2252,4,0,1,115,115,53,6,2,18,0
28,0,0,0,350,350,73,3,5,3,0
138,4,0,1,160,160,50,27,5,15,0
2177,0,1,0,330,330,89,22,1,19,0
4518,2,1,2,0,0,63,6,5,3,0
1804,4,0,1,110,110,48,11,1,2,0
1037,1,1,2,100,100,85,7,4,14,0
1983,2,1,2,0,0,73,21,5,7,0
2637,6,1,1,140,140,91,18,3,18,0
2271,5,1,0,330,330,97,7,0,12,0
1242,5,0,0,340,340,64,1,6,3,0
267,1,1,2,120,120,95,8,3,16,0
4114,6,0,1,120,120,65,6,5,9,0
2748,5,0,0,350,350,62,3,0,14,0
1151,5,1,0,340,340,88,8,6,8,0
1636,4,0,1,110,110,55,31,3,7,0
1464,1,0,2,100,100,66,18,4,9,0
381,5,1,0,350,350,84,8,0,18,0
1942,5,0,0,300,300,73,10,6,18,0
3442,6,0,1,110,110,57,11,6,15,0
677,4,1,1,100,100,46,12,0,8,0
1728,3,0,0,140,140,59,13,3,12,0
2192,1,0,2,90,90,56,13,5,3,0
3293,2,1,2,0,0,76,4,3,11,0
4297,4,1,1,110,110,59,15,4,2,0
4265,1,1,2,70,70,55,31,0,12,0
1786,1,0,2,70,70,60,21,2,8,0
1951,4,1,1,110,110,85,19,1,2,0
616,0,0,0,290,290,51,13,1,20,0
2616,6,0,1,140,140,66,24,2,6,0
2890,4,0,1,160,160,61,3,2,8,0
3562,4,0,1,120,120,68,16,6,7,0
210,0,0,0,350,350,58,10,2,6,0
4171,4,1,1,110,110,55,23,3,0,0
999,4,1,1,100,100,73,12,0,13,0
2485,0,1,0,330,330,79,13,1,3,0
4087,4,1,1,110,110,75,14,6,1,0
1101,2,1,2,0,0,74,19,5,6,0
643,3,1,0,130,130,55,9,0,20,0
4736,5,0,0,330,330,44,23,4,11,0
3882,5,0,0,340,340,70,13,6,3,0
2185,1,1,2,90,90,87,9,4,12,0
3418,1,0,2,60,60,69,5,0,5,0
3422,4,0,1,100,100,73,15,6,19,0
4049,2,1,2,0,0,58,20,5,13,0
127,1,1,2,120,120,83,16,1,12,0
814,2,1,2,0,0,76,27,3,15,0
2664,5,0,0,350,350,67,5,4,2,0
3734,2,1,2,0,0,65,4,5,22,0
333,6,1,1,140,140,96,13,6,5,0
1647,2,1,2,0,0,80,12,1,8,0
940,2,1,2,0,0,55,13,1,16,0
4095,3,1,0,140,140,82,28,2,4,0
2742,6,0,1,140,140,59,25,4,17,0
1244,4,0,1,120,120,57,3,1,12,0
4195,1,1,2,70,70,65,8,0,12,0
3652,6,0,1,130,130,63,25,3,5,0
2845,2,1,2,0,0,84,12,2,10,0
2863,3,1,0,180,180,79,8,0,23,0
666,1,0,2,60,60,57,1,3,11,0
3712,1,0,2,100,100,54,23,0,20,0
3710,3,0,0,150,150,66,19,1,13,0
2515,1,1,2,120,120,75,18,4,21,0
2286,6,0,1,125,125,62,9,6,0,0
2266,4,0,1,115,115,51,1,3,1,0
2589,4,1,1,160,160,90,10,2,13,0
4992,0,0,0,330,330,71,10,5,0,0
3845,1,1,2,100,100,93,3,0,7,0
4082,0,0,0,300,300,62,23,0,19,0
3386,6,0,1,110,110,85,17,2,1,0
4864,4,0,1,115,115,45,25,6,11,0
590,2,1,2,0,0,57,15,3,3,0
2609,6,1,1,140,140,87,28,3,18,0
662,6,0,1,110,110,43,28,6,11,0
4427,2,1,2,0,0,98,10,1,15,0
4931,2,1,2,0,0,89,8,0,16,0
2815,0,1,0,350,350,94,15,6,3,0
1907,5,1,0,300,300,43,5,5,10,0
4237,1,1,2,70,70,41,9,6,12,0
4590,6,0,1,125,125,56,6,1,11,0
1880,6,0,1,120,120,46,8,0,6,0
4605,4,1,1,115,115,90,17,2,2,0
1789,6,1,1,120,120,49,24,5,15,0
519,1,1,2,60,60,68,26,5,21,0
4317,6,1,1,120,120,48,22,1,22,0
1828,1,0,2,70,70,44,7,6,13,0
1634,5,0,0,300,300,74,29,1,2,0
4168,2,1,2,0,0,70,1,6,2,0
2463,3,1,0,145,145,80,23,6,2,0
644,0,0,0,290,290,48,10,1,4,0
2677,2,1,2,0,0,84,15,2,11,0
1628,6,0,1,120,120,82,21,0,10,0
1720,4,0,1,110,110,48,4,1,18,0
162,1,0,2,120,120,44,20,1,13,0
837,6,1,1,110,110,90,12,0,4,0
520,2,1,2,0,0,69,27,6,2,0
1438,5,0,0,340,340,65,22,6,18,0
4821,6,1,1,125,125,86,25,6,19,0
371,0,1,0,350,350,80,20,2,22,0
939,1,1,2,60,60,90,6,1,12,0
4149,6,1,1,120,120,68,13,0,21,0
4841,5,1,0,330,330,85,31,2,15,0
3159,1,1,2,60,60,44,19,4,19,0
145,4,1,1,160,160,80,3,5,3,0
3097,2,1,2,0,0,51,10,5,8,0
1290,2,1,2,0,0,54,18,5,22,0
2308,4,0,1,115,115,66,5,0,2,0
1960,0,0,0,300,300,56,28,3,10,0
4277,3,1,0,140,140,44,9,0,5,0
2401,0,1,0,330,330,92,14,6,2,0
954,2,1,2,0,0,63,9,3,21,0
1493,2,1,2,0,0,89,16,5,13,0
3229,1,1,2,60,60,59,10,2,13,0
294,0,0,0,350,350,48,4,2,7,0
3948,3,0,0,150,150,57,22,1,14,0
1118,4,0,1,120,120,49,5,1,15,0
840,0,0,0,290,290,89,29,1,11,0
4658,2,1,2,0,0,66,6,4,5,0
3817,1,1,2,100,100,89,23,2,7,0
4988,5,0,0,330,330,48,3,0,10,0
1404,6,0,1,130,130,63,19,0,17,0
2562,3,0,0,180,180,67,12,3,2,0
3350,5,0,0,290,290,87,28,2,8,0
1076,4,0,1,120,120,70,24,1,4,0
3927,3,1,0,150,150,95,8,4,1,0
3006,2,1,2,0,0,64,13,3,22,0
2350,4,0,1,115,115,46,2,3,5,0
2503,5,1,0,350,350,92,25,3,4,0
1826,3,0,0,140,140,47,5,4,8,0
3282,4,0,1,100,100,98,28,2,10,0
1745,2,1,2,0,0,46,4,3,6,0
825,3,1,0,130,130,67,12,0,16,0
1861,3,1,0,140,140,46,12,0,18,0
1385,3,1,0,150,150,84,28,2,10,0
2996,3,0,0,180,180,66,28,1,23,0
2834,4,0,1,160,160,46,6,2,8,0
3582,6,0,1,130,130,47,16,3,5,0
4424,3,0,0,140,140,58,22,1,17,0
3118,2,1,2,0,0,59,25,6,11,0
1168,3,0,0,150,150,53,25,2,18,0
3799,6,1,1,130,130,94,31,1,17,0
514,5,0,0,290,290,91,21,0,21,0
1342,4,0,1,120,120,44,16,1,23,0
3862,6,0,1,130,130,66,6,2,5,0
107,2,1,2,0,0,76,23,0,4,0
2750,4,0,1,160,160,51,7,6,21,0
2644,6,0,1,140,140,45,4,6,6,0
2954,3,0,0,180,180,51,21,4,23,0
4020,1,0,2,70,70,62,21,4,21,0
3352,4,0,1,100,100,45,4,2,15,0
233,2,1,2,0,0,81,2,4,21,0
919,2,1,2,0,0,70,23,0,21,0
4238,2,1,2,0,0,63,28,4,3,0
1597,1,1,2,70,70,72,14,5,9,0
1204,0,0,0,340,340,58,30,3,21,0
1690,5,0,0,300,300,58,31,1,17,0
4211,5,1,0,300,300,102,25,0,19,0
3196,5,0,0,290,290,45,27,2,12,0
1702,1,0,2,70,70,70,15,2,0,0
2824,2,1,2,0,0,61,13,3,22,0
4002,6,0,1,120,120,70,26,0,8,0
3367,3,1,0,130,130,77,4,1,1,0
1031,2,1,2,0,0,76,30,0,10,0
3635,1,1,2,100,100,79,6,5,7,0
2947,3,1,0,180,180,84,27,6,11,0
3429,4,1,1,100,100,80,10,4,7,0
2935,1,1,2,120,120,96,11,6,18,0
2713,5,1,0,350,350,94,22,0,2,0
3127,6,1,1,110,110,42,23,0,7,0
187,4,1,1,160,160,85,17,5,14,0
2697,1,1,2,120,120,97,14,5,7,0
835,2,1,2,0,0,45,23,4,0,0
660,2,1,2,0,0,59,26,4,22,0
1093,1,1,2,100,100,85,11,4,16,0
4131,0,1,0,300,300,77,22,0,7,0
2756,6,0,1,140,140,47,7,6,17,0
479,5,1,0,350,350,91,16,0,15,0
698,4,0,1,100,100,48,5,0,18,0
3984,0,0,0,340,340,70,24,2,17,0
2774,1,0,2,120,120,68,15,3,7,0
3313,1,1,2,60,60,88,24,1,3,0
2033,5,1,0,330,330,78,10,0,8,0
2120,3,0,0,145,145,63,12,2,23,0
2239,3,1,0,145,145,85,19,0,12,0
530,4,0,1,100,100,79,6,2,2,0
2090,6,0,1,125,125,56,7,6,15,0
307,3,1,0,180,180,82,17,1,21,0
761,4,1,1,100,100,35,14,4,16,0
4048,1,0,2,70,70,75,2,1,21,0
2260,3,0,0,145,145,66,1,6,12,0
1411,6,1,1,130,130,98,26,0,23,0
2538,5,0,0,350,350,74,5,1,15,0
2221,2,1,2,0,0,82,30,2,20,0
1023,1,1,2,100,100,91,9,0,19,0
2465,1,1,2,90,90,87,13,1,6,0
1468,4,0,1,120,120,59,22,1,2,0
2540,4,0,1,160,160,49,9,0,22,0
1934,2,1,2,0,0,68,2,5,16,0
2105,4,1,1,115,115,90,27,1,5,0
4065,6,1,1,120,120,65,17,2,20,0
4591,4,1,1,115,115,84,25,6,2,0
4173,0,1,0,300,300,73,27,3,7,0
2833,6,1,1,140,140,96,18,4,17,0
2894,2,1,2,0,0,66,14,2,21,0
4077,2,1,2,0,0,58,27,4,13,0
2754,2,1,2,0,0,70,15,5,10,0
3992,1,0,2,100,100,61,8,4,21,0
4305,3,1,0,140,140,60,30,1,5,0
1816,5,0,0,300,300,55,26,2,6,0
3943,1,1,2,100,100,97,27,1,9,0
4986,1,0,2,90,90,66,31,1,2,0
4899,4,1,1,115,115,78,12,3,1,0
4036,5,0,0,300,300,68,22,4,4,0
2186,2,1,2,0,0,47,14,2,14,0
495,4,1,1,160,160,79,2,2,23,0
2816,1,0,2,120,120,71,30,0,19,0
1202,4,0,1,120,120,52,28,1,12,0
917,0,1,0,290,290,68,12,0,16,0
295,1,1,2,120,120,77,5,3,12,0
3390,1,0,2,60,60,90,25,1,14,0
2460,5,0,0,330,330,67,8,5,19,0
4434,2,1,2,0,0,68,9,4,4,0
4139,1,1,2,70,70,75,27,1,10,0
842,2,1,2,0,0,80,8,2,15,0
2187,5,1,0,330,330,73,19,3,16,0
2509,2,1,2,0,0,72,5,0,0,0
2323,3,1,0,145,145,82,6,5,14,0
4182,2,1,2,0,0,75,27,1,3,0
2837,1,1,2,120,120,88,24,1,7,0
864,5,0,0,290,290,45,20,5,17,0
1600,6,0,1,120,120,70,17,1,16,0
2933,3,1,0,180,180,83,8,0,11,0
227,5,1,0,350,350,92,27,5,15,0
3406,5,0,0,290,290,75,27,4,11,0
4577,4,1,1,115,115,78,30,5,2,0
3900,0,0,0,340,340,67,14,2,16,0
2194,5,0,0,330,330,69,23,6,7,0
4875,2,1,2,0,0,84,30,2,13,0
2818,5,0,0,350,350,52,2,6,2,0
3065,4,1,1,100,100,50,29,2,19,0
4644,2,1,2,0,0,68,11,5,5,0
1370,4,0,1,120,120,72,13,1,20,0
4365,5,1,0,300,300,51,18,5,19,0
1855,0,1,0,300,300,48,6,1,4,0
3629,2,1,2,0,0,87,7,6,10,0
1849,1,1,2,70,70,54,30,1,14,0
4978,0,0,0,330,330,63,17,5,0,0
4574,2,1,2,0,0,61,12,5,4,0
1002,1,0,2,100,100,70,1,4,16,0
2418,5,0,0,330,330,68,30,5,16,0
3484,6,0,1,110,110,53,8,3,14,0
1251,4,1,1,120,120,94,10,1,23,0
1582,0,0,0,300,300,62,28,2,22,0
3297,3,1,0,130,130,65,12,2,1,0
560,0,0,0,290,290,44,16,1,9,0
967,1,1,2,60,60,95,30,4,13,0
4455,2,1,2,0,0,83,30,1,16,0
1095,5,1,0,340,340,94,13,6,1,0
2001,3,1,0,145,145,79,9,3,5,0
340,6,0,1,140,140,64,20,6,15,0
1156,1,0,2,100,100,58,13,4,7,0
1176,0,0,0,340,340,50,2,3,9,0
615,3,1,0,130,130,47,12,0,13,0
3988,6,0,1,130,130,69,31,5,7,0
217,0,1,0,350,350,79,17,2,17,0
4037,6,1,1,120,120,75,7,5,20,0
856,2,1,2,0,0,77,30,6,23,0
4511,2,1,2,0,0,81,6,2,15,0
4806,5,0,0,330,330,52,15,3,3,0
182,0,0,0,350,350,63,12,0,13,0
2303,0,1,0,330,330,96,28,1,15,0
2416,1,0,2,90,90,55,19,3,12,0
1437,2,1,2,0,0,76,21,5,13,0
4639,6,1,1,125,125,74,18,4,23,0
4929,0,1,0,330,330,96,7,4,9,0
4793,6,1,1,125,125,82,3,4,18,0
1841,0,1,0,300,300,52,21,6,19,0
507,5,1,0,290,290,93,14,0,10,0
755,3,1,0,130,130,29,13,1,3,0
1740,6,0,1,120,120,66,26,2,16,0
311,5,1,0,350,350,76,21,5,16,0
2881,5,1,0,350,350,84,5,6,13,0
4802,3,0,0,145,145,74,5,4,13,0
2209,6,1,1,125,125,77,23,0,17,0
4568,5,0,0,330,330,47,28,6,7,0
4092,5,0,0,300,300,79,8,0,6,0
2316,3,0,0,145,145,46,31,2,22,0
2477,3,1,0,145,145,76,23,2,9,0
3151,0,1,0,290,290,55,5,1,16,0
4501,3,1,0,145,145,79,21,4,4,0
139,3,1,0,180,180,75,28,6,21,0
2268,0,0,0,330,330,56,21,6,6,0
571,6,1,1,110,110,57,27,5,5,0
1693,3,1,0,140,140,74,5,6,3,0
4852,0,0,0,330,330,60,3,3,18,0
3603,6,1,1,130,130,83,31,1,17,0
3392,5,0,0,290,290,78,21,6,20,0
1146,4,0,1,120,120,46,3,1,8,0
1912,1,0,2,70,70,48,10,3,18,0
2461,6,1,1,125,125,95,13,5,21,0
2331,0,1,0,330,330,94,3,0,10,0
945,0,1,0,290,290,60,16,6,5,0
3835,4,1,1,120,120,76,16,4,21,0
754,4,0,1,100,100,28,29,5,0,0
915,4,1,1,100,100,66,23,4,12,0
579,4,1,1,100,100,44,4,6,7,0
3601,2,1,2,0,0,74,27,2,10,0
2017,1,1,2,90,90,82,25,5,4,0
2396,2,1,2,0,0,56,17,1,15,0
2166,5,0,0,330,330,56,25,0,16,0
2313,5,1,0,330,330,83,4,3,15,0
1043,0,1,0,340,340,77,11,2,20,0
4023,6,1,1,120,120,68,10,5,20,0
4559,1,1,2,90,90,80,31,4,13,0
3189,5,1,0,290,290,51,1,3,0,0
4672,2,1,2,0,0,65,3,0,6,0
4454,1,0,2,70,70,49,11,3,0,0
476,0,0,0,350,350,47,13,4,1,0
1164,2,1,2,0,0,68,21,5,22,0
3487,0,1,0,290,290,91,30,4,12,0
868,0,0,0,290,290,88,22,3,2,0
2966,6,0,1,140,140,61,13,4,16,0
3163,4,1,1,100,100,56,25,1,9,0
3643,2,1,2,0,0,86,26,5,10,0
2218,3,0,0,145,145,57,15,3,13,0
4918,5,0,0,330,330,68,30,2,7,0
4775,0,1,0,330,330,92,3,2,5,0
4414,5,0,0,300,300,65,2,6,7,0
2386,3,0,0,145,145,55,25,2,16,0
737,2,1,2,0,0,60,27,3,19,0
2761,2,1,2,0,0,79,5,3,22,0
4904,5,0,0,330,330,70,8,0,6,0
2827,4,1,1,160,160,74,4,6,20,0
2953,4,1,1,160,160,86,6,3,8,0
1029,0,1,0,340,340,94,15,3,13,0
485,2,1,2,0,0,94,22,6,22,0
1805,3,1,0,140,140,60,12,2,4,0
792,1,0,2,60,60,32,24,2,14,0
705,4,1,1,100,100,58,12,0,13,0
1486,2,1,2,0,0,58,9,5,7,0
334,4,0,1,160,160,46,14,0,10,0
3222,1,0,2,60,60,52,11,0,1,0
2848,4,0,1,160,160,45,22,0,8,0
821,2,1,2,0,0,56,13,3,7,0
850,5,0,0,290,290,87,30,2,9,0
394,2,1,2,0,0,66,21,6,13,0
2030,0,0,0,330,330,66,7,4,14,0
2168,4,0,1,115,115,70,4,5,20,0
4314,1,0,2,70,70,45,30,4,0,0
3518,5,0,0,340,340,62,7,4,11,0
4166,0,0,0,300,300,68,28,0,19,0
4744,6,0,1,125,125,57,6,4,14,0
3839,2,1,2,0,0,79,24,3,11,0
2141,3,1,0,145,145,92,23,4,4,0
2306,5,0,0,330,330,52,12,2,21,0
3570,3,0,0,150,150,45,23,1,11,0
315,0,1,0,350,350,94,25,2,13,0
2247,0,1,0,330,330,96,29,3,6,0
4118,1,0,2,70,70,70,13,1,23,0
3092,6,0,1,110,110,52,23,4,3,0
4476,2,1,2,0,0,67,23,1,4,0
397,4,1,1,160,160,77,24,2,2,0
3250,1,0,2,60,60,24,30,6,22,0
610,1,0,2,60,60,49,7,2,7,0
2018,2,1,2,0,0,63,26,6,10,0
794,5,0,0,290,290,34,3,2,18,0
2580,5,0,0,350,350,63,6,6,17,0
3431,0,1,0,290,290,82,14,4,13,0
3581,5,1,0,340,340,97,1,2,13,0
926,2,1,2,0,0,77,1,0,12,0
3028,5,0,0,290,290,77,16,6,1,0
4080,4,0,1,110,110,75,19,1,12,0
4993,1,1,2,90,90,97,29,3,15,0
197,1,1,2,120,120,97,27,1,16,0
2263,2,1,2,0,0,80,16,0,18,0
3133,5,1,0,290,290,53,3,4,3,0
4089,0,1,0,300,300,63,17,5,7,0
4933,6,1,1,125,125,76,11,6,23,0
3877,4,1,1,120,120,79,17,5,21,0
2208,5,0,0,330,330,48,18,6,15,0
4499,6,1,1,120,120,85,16,4,21,0
218,1,0,2,120,120,66,18,3,22,0
1299,6,1,1,130,130,94,27,0,18,0
4763,2,1,2,0,0,80,25,6,19,0
4616,2,1,2,0,0,57,20,4,4,0
2798,6,0,1,140,140,71,28,4,17,0
1114,1,0,2,100,100,45,1,4,20,0
427,0,1,0,350,350,85,23,4,4,0
3376,1,0,2,60,60,66,27,4,16,0
3769,2,1,2,0,0,90,10,5,10,0
1503,4,1,1,110,110,75,26,1,8,0
2480,2,1,2,0,0,74,8,5,16,0
3625,4,1,1,120,120,96,30,0,21,0
316,1,0,2,120,120,71,26,3,18,0
3773,3,1,0,150,150,96,16,2,0,0
4122,4,0,1,110,110,62,22,1,12,0
3531,2,1,2,0,0,76,14,5,20,0
2581,6,1,1,140,140,88,26,5,8,0
1522,5,0,0,300,300,55,19,4,2,0
3722,6,0,1,130,130,67,10,2,5,0
2389,2,1,2,0,0,87,12,6,23,0
544,4,0,1,100,100,46,20,2,22,0
4210,2,1,2,0,0,55,6,2,3,0
2019,5,1,0,330,330,90,27,0,16,0
4384,1,0,2,70,70,51,5,3,0,0
3033,1,1,2,60,60,82,1,3,6,0
3651,5,1,0,340,340,88,10,2,14,0
2380,0,0,0,330,330,61,14,4,3,0
4193,3,1,0,140,140,74,3,0,5,0
3647,3,1,0,150,150,82,2,3,0,0
3349,2,1,2,0,0,76,13,1,17,0
3320,1,0,2,60,60,67,14,2,12,0
4385,2,1,2,0,0,44,24,1,16,0
2795,1,1,2,120,120,77,5,0,18,0
374,5,0,0,350,350,47,1,0,8,0
1183,0,1,0,340,340,97,9,3,18,0
4186,3,0,0,140,140,80,4,4,17,0
4392,2,1,2,0,0,55,20,1,3,0
1864,2,1,2,0,0,47,17,5,1,0
3596,6,0,1,130,130,46,31,5,5,0
2459,2,1,2,0,0,78,3,4,17,0
4947,6,1,1,125,125,97,10,2,0,0
2365,3,1,0,145,145,80,16,4,17,0
4748,1,0,2,90,90,46,14,3,4,0
208,4,0,1,160,160,48,8,0,18,0
1765,1,1,2,70,70,55,28,6,7,0
3200,0,0,0,290,290,42,8,4,23,0
1346,2,1,2,0,0,57,20,5,16,0
614,4,0,1,100,100,53,11,6,7,0
3051,4,1,1,100,100,42,2,1,19,0
3091,5,1,0,290,290,49,8,3,12,0
304,5,0,0,350,350,57,14,5,6,0
3807,4,1,1,120,120,83,14,4,20,0
3393,6,1,1,110,110,78,10,5,12,0
981,1,1,2,60,60,81,25,2,10,0
1577,2,1,2,0,0,58,22,3,11,0
1606,5,0,0,300,300,78,25,2,6,0
3147,5,1,0,290,290,62,29,3,2,0
4701,5,1,0,330,330,96,9,0,21,0
1967,0,1,0,300,300,81,5,3,4,0
2409,1,1,2,90,90,81,4,5,20,0
2032,2,1,2,0,0,44,9,6,2,0
859,4,1,1,100,100,89,25,2,6,0
3897,6,1,1,130,130,76,24,2,18,0
4941,4,1,1,115,115,91,30,5,3,0
686,0,0,0,290,290,59,21,2,15,0
1901,6,1,1,120,120,53,29,6,22,0
3689,3,1,0,150,150,78,6,4,0,0
4239,5,1,0,300,300,39,13,5,18,0
1621,6,1,1,120,120,70,12,5,17,0
31,5,1,0,350,350,96,6,1,18,0
86,2,1,2,0,0,52,2,0,22,0
880,4,0,1,100,100,60,4,0,5,0
4212,6,0,1,120,120,43,11,2,10,0
4951,1,1,2,90,90,81,18,1,13,0
2214,2,1,2,0,0,46,18,3,4,0
4230,1,0,2,70,70,43,13,6,0,0
1274,0,0,0,340,340,45,2,3,15,0
1567,3,1,0,140,140,82,10,5,11,0
3419,2,1,2,0,0,70,24,5,20,0
3735,5,1,0,340,340,90,20,0,14,0
4692,1,0,2,90,90,56,9,4,2,0
1767,5,1,0,300,300,60,30,1,12,0
192,5,0,0,350,350,48,22,3,15,0
3719,1,1,2,100,100,92,18,6,7,0
4307,1,1,2,70,70,57,3,0,12,0
712,4,0,1,100,100,43,19,0,9,0
1253,0,1,0,340,340,88,12,3,10,0
2786,3,0,0,180,180,74,5,1,0,0
1147,3,1,0,150,150,82,4,2,13,0
4106,5,0,0,300,300,78,2,6,6,0
4668,4,0,1,115,115,70,25,1,15,0
1811,4,1,1,110,110,58,18,1,18,0
4809,3,1,0,145,145,90,3,3,1,0
1955,2,1,2,0,0,83,23,5,3,0
1992,6,0,1,120,120,49,31,1,20,0
1360,2,1,2,0,0,58,3,5,2,0
3224,5,0,0,290,290,58,15,6,8,0
4939,5,1,0,330,330,83,26,5,20,0
2672,6,0,1,140,140,68,23,2,6,0
4110,0,0,0,300,300,58,10,5,19,0
1623,3,1,0,140,140,80,15,1,22,0
19,4,1,1,160,160,80,25,3,7,0
4125,1,1,2,70,70,68,11,2,11,0
1807,1,1,2,70,70,57,14,4,9,0
2734,5,0,0,350,350,60,6,5,14,0
4693,2,1,2,0,0,84,24,5,18,0
259,0,1,0,350,350,92,28,2,5,0
2534,3,0,0,180,180,51,29,3,2,0
4507,4,1,1,115,115,83,30,4,2,0
4123,3,1,0,140,140,80,6,2,4,0
4562,6,0,1,125,125,51,20,5,11,0
4254,6,0,1,120,120,59,28,3,10,0
4535,4,1,1,115,115,85,20,4,2,0
3918,6,0,1,130,130,62,5,4,7,0
2136,1,0,2,90,90,61,18,6,22,0
4315,2,1,2,0,0,50,18,2,15,0
1903,3,1,0,140,140,51,1,1,11,0
3490,5,0,0,290,290,59,23,2,10,0
2475,6,1,1,125,125,94,13,1,5,0
389,6,1,1,140,140,96,16,1,12,0
4298,3,0,0,140,140,54,30,5,17,0
3460,1,0,2,60,60,67,4,3,4,0
4433,1,1,2,70,70,80,21,6,13,0
2999,2,1,2,0,0,77,16,1,21,0
1991,5,1,0,300,300,94,30,0,14,0
1169,0,1,0,340,340,80,26,3,22,0
2872,1,0,2,120,120,62,1,3,18,0
4446,0,0,0,300,300,66,28,0,21,0
3674,4,0,1,120,120,62,6,1,8,0
1211,0,1,0,340,340,93,6,3,8,0
