,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
682,2,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,0
658,2,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,0
300,0,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,0
2163,1,0.415,0.335,0.1,0.358,0.169,0.067,0.105,0
105,0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,0
423,0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,0
3184,2,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,0
2493,1,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,0
3666,1,0.425,0.325,0.11,0.317,0.135,0.048,0.09,0
3315,2,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,0
2635,1,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,0
3124,1,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,0
1355,0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,0
1481,1,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,0
506,1,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,0
659,0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,0
2000,0,0.675,0.55,0.175,1.689,0.694,0.371,0.474,0
2920,1,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,0
1193,2,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,0
3471,2,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,0
3974,0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,0
944,0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,0
2711,0,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,0
432,0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,0
1260,1,0.525,0.38,0.135,0.615,0.261,0.159,0.175,0
3967,1,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,0
3333,0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,0
3756,2,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,0
2595,0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,0
852,1,0.275,0.195,0.065,0.106,0.054,0.02,0.028,0
4090,1,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,0
2057,0,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,0
2947,2,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,0
1056,0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,0
873,1,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,0
1066,0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,0
1,2,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,0
4157,1,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,0
245,0,0.54,0.435,0.175,0.892,0.322,0.174,0.335,0
3668,1,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,0
1111,0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,0
3692,1,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,0
1802,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,0
45,2,0.505,0.405,0.11,0.625,0.305,0.16,0.175,0
3312,0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,0
1605,1,0.28,0.215,0.08,0.132,0.072,0.022,0.033,0
2663,0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,0
201,0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,0
3358,1,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,0
1272,1,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,0
2848,2,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,0
203,2,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,0
3873,2,0.58,0.46,0.18,1.145,0.48,0.277,0.325,0
762,1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,0
1995,2,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,0
3676,1,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,0
3208,2,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,0
2509,0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,0
1361,2,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,0
1061,2,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,0
1227,1,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,0
3201,0,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,0
3448,2,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,0
1321,0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,0
2007,1,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,0
1269,2,0.54,0.455,0.14,0.972,0.419,0.255,0.269,0
1364,2,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,0
3136,1,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,0
4097,1,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,0
3483,2,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,0
2931,2,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,0
3186,1,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,0
562,0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,0
2753,0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,0
3020,2,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,0
2838,1,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,0
2326,0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,0
1305,0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,0
3366,2,0.53,0.435,0.16,0.883,0.316,0.164,0.335,0
479,1,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,0
1655,2,0.585,0.48,0.185,1.04,0.434,0.265,0.285,0
2971,1,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,0
834,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,0
2983,0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,0
2878,1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,0
568,2,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,0
2399,1,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,0
768,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,0
13,1,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,0
1083,2,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,0
167,0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,0
3427,2,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,0
1013,1,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,0
336,0,0.63,0.5,0.155,1.005,0.367,0.199,0.36,0
1546,0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,0
3259,1,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,0
1710,1,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,0
326,2,0.59,0.485,0.12,0.911,0.39,0.182,0.29,0
4145,2,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,0
3413,1,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,0
3393,2,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,0
3024,0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,0
82,1,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,0
3193,1,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,0
2556,0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,0
3442,0,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,0
2027,2,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,0
3258,1,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,0
271,2,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,0
817,2,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,0
3518,2,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,0
1308,0,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,0
2869,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,0
943,1,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,0
2926,1,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,0
3863,2,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,0
2280,1,0.435,0.335,0.095,0.298,0.109,0.058,0.115,0
1290,0,0.575,0.47,0.155,1.116,0.509,0.238,0.34,0
2959,2,0.685,0.535,0.175,1.432,0.637,0.247,0.46,0
998,1,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,0
2054,0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,0
3940,2,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,0
4025,2,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,0
58,0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,0
262,2,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,0
1429,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,0
3339,0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,0
2261,2,0.63,0.485,0.16,1.243,0.623,0.275,0.3,0
2400,2,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,0
928,0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,0
4076,1,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,0
543,0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,0
3267,2,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,0
2196,0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,0
4014,1,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,0
4062,1,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,0
3650,1,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,0
81,2,0.465,0.36,0.105,0.431,0.172,0.107,0.175,0
3840,0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,0
4132,2,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,0
327,2,0.555,0.45,0.145,0.915,0.4,0.246,0.285,0
3896,0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,0
786,2,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,0
745,1,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,0
3661,2,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,0
2755,2,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,0
3534,0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,0
3819,2,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,0
3041,0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,0
2255,2,0.6,0.45,0.16,1.142,0.539,0.225,0.307,0
3157,2,0.485,0.385,0.105,0.556,0.296,0.104,0.133,0
1976,1,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,0
2974,0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,0
1598,2,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,0
3404,0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,0
1973,0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,0
1087,2,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,0
795,2,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,0
2318,2,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,0
2787,0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,0
1849,1,0.255,0.185,0.07,0.075,0.028,0.018,0.025,0
854,1,0.315,0.235,0.055,0.151,0.065,0.027,0.039,0
1439,2,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,0
1145,1,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,0
3383,0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,0
2520,0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,0
2128,2,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,0
3489,1,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,0
2421,2,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,0
1573,1,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,0
537,0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,0
2019,1,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,0
3635,2,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,0
2980,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,0
3973,1,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,0
2928,1,0.575,0.44,0.15,0.983,0.486,0.215,0.239,0
3931,1,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,0
1547,0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,0
2600,0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,0
142,0,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,0
4052,1,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,0
265,1,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,0
494,2,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,0
2404,1,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,0
2759,0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,0
1173,1,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,0
1184,0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,0
1769,1,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,0
2485,2,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,0
3742,0,0.62,0.495,0.17,1.062,0.372,0.213,0.34,0
2,0,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,0
3132,1,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,0
4160,0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,0
2082,1,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,0
1837,0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,0
3673,1,0.545,0.42,0.125,0.717,0.358,0.112,0.22,0
3624,0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,0
1885,2,0.37,0.29,0.09,0.241,0.11,0.045,0.069,0
748,1,0.425,0.34,0.1,0.382,0.164,0.096,0.1,0
373,0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,0
2464,1,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,0
3330,1,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,0
359,2,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,0
1942,2,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,0
2992,1,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,0
4155,1,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,0
3129,1,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,0
2617,0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,0
451,1,0.485,0.355,0.13,0.581,0.245,0.132,0.168,0
524,0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,0
2459,2,0.595,0.455,0.145,0.942,0.43,0.182,0.277,0
2251,0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,0
3778,0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,0
1623,1,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,0
1669,0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,0
428,2,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,0
1511,0,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,0
2625,0,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,0
520,1,0.445,0.33,0.12,0.347,0.12,0.084,0.105,0
1645,2,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,0
1444,1,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,0
3026,0,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,0
3108,0,0.56,0.46,0.18,0.97,0.342,0.196,0.355,0
536,2,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,0
1745,0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,0
2683,2,0.41,0.3,0.1,0.301,0.124,0.069,0.09,0
495,2,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,0
2377,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,0
2088,1,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,0
3975,2,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,0
1385,2,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,0
965,1,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,0
567,2,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,0
3449,0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,0
1294,1,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,0
951,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,0
51,0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,0
893,1,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,0
1442,2,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,0
728,1,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,0
936,2,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,0
1050,1,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,0
134,0,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,0
1474,1,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,0
2762,0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,0
3496,2,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,0
2823,1,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,0
1102,2,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,0
2857,0,0.6,0.475,0.155,1.059,0.441,0.19,0.39,0
1737,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,0
2209,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,0
3616,2,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,0
156,2,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,0
2458,2,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,0
3490,1,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,0
527,0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,0
1015,1,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,0
1940,0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,0
152,2,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,0
1594,0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,0
3820,2,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,0
2065,0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,0
2674,1,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,0
4168,2,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,0
542,2,0.49,0.39,0.15,0.573,0.225,0.124,0.17,0
2285,1,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,0
4151,2,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,0
3908,1,0.505,0.385,0.125,0.596,0.245,0.097,0.21,0
2232,1,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,0
362,1,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,0
3105,0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,0
1697,2,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,0
4021,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,0
3116,1,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,0
2393,1,0.475,0.375,0.11,0.456,0.182,0.099,0.16,0
2374,0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,0
3592,1,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,0
2392,1,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,0
3472,2,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,0
1055,2,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,0
1712,1,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,0
2626,2,0.645,0.5,0.19,1.229,0.524,0.278,0.395,0
3689,0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,0
2644,2,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,0
1218,1,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,0
1867,0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,0
1582,1,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,0
2190,0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,0
1636,0,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,0
2289,1,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,0
207,0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,0
3554,1,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,0
1427,2,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,0
2026,1,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,0
337,2,0.545,0.41,0.14,0.625,0.223,0.16,0.235,0
3670,1,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,0
3179,2,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,0
566,0,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,0
4040,0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,0
1226,1,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,0
1754,1,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,0
3679,0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,0
3130,2,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,0
261,1,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,0
664,1,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,0
578,1,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,0
3550,1,0.4,0.32,0.095,0.348,0.194,0.053,0.087,0
2706,2,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,0
2977,2,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,0
3256,1,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,0
3440,2,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,0
3870,2,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,0
2219,2,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,0
3613,1,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,0
1826,2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,0
1783,2,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,0
3133,1,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,0
3590,1,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,0
774,2,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,0
3818,2,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,0
491,1,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,0
1751,0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,0
2061,0,0.635,0.495,0.18,1.596,0.617,0.317,0.37,0
1639,0,0.61,0.43,0.14,0.909,0.438,0.2,0.22,0
1419,2,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,0
2315,1,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,0
1144,2,0.475,0.37,0.125,0.649,0.347,0.136,0.142,0
1403,2,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,0
3685,2,0.6,0.47,0.165,1.059,0.504,0.241,0.275,0
2060,2,0.63,0.48,0.165,1.286,0.604,0.271,0.35,0
2367,0,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,0
969,1,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,0
2258,2,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,0
3182,2,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,0
1155,0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,0
1275,1,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,0
1267,1,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,0
1662,1,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,0
1200,2,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,0
218,2,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,0
1195,0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,0
2449,1,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,0
3444,2,0.56,0.435,0.18,0.889,0.36,0.204,0.25,0
3751,2,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,0
199,2,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,0
2456,0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,0
111,0,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,0
890,1,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,0
2235,1,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,0
224,2,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,0
489,2,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,0
2770,2,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,0
2581,2,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,0
2863,2,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,0
3034,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,0
922,0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,0
1793,2,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,0
704,0,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,0
1035,0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,0
3285,1,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,0
1899,0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,0
586,0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,0
2923,1,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,0
1098,2,0.64,0.565,0.23,1.521,0.644,0.372,0.406,0
3723,1,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,0
1485,1,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,0
3072,1,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,0
3669,2,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,0
2473,0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,0
1584,1,0.435,0.325,0.12,0.346,0.159,0.084,0.095,0
3625,0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,0
298,0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,0
4169,2,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,0
964,1,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,0
36,1,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,0
3509,1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,0
4086,0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,0
955,0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,0
1263,1,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,0
2662,0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,0
2424,2,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,0
1900,1,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,0
1425,0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,0
