,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
4820,5,0,0,330,330,57,10,5,3,0
1885,2,1,2,0,0,44,13,4,22,0
2143,1,1,2,90,90,83,25,6,16,0
4643,1,1,2,90,90,83,27,4,14,0
1720,4,0,1,110,110,48,4,1,18,0
2634,1,0,2,120,120,53,29,2,20,0
505,1,1,2,60,60,81,12,5,23,0
2364,4,0,1,115,115,45,10,5,15,0
4234,4,0,1,110,110,57,21,5,13,0
3755,2,1,2,0,0,91,26,3,10,0
4386,5,0,0,300,300,59,8,2,7,0
2798,6,0,1,140,140,71,28,4,17,0
1065,1,1,2,100,100,90,13,4,22,0
2071,3,1,0,145,145,92,12,4,22,0
4169,5,1,0,300,300,82,20,4,17,0
1266,3,0,0,150,150,68,25,2,2,0
4257,0,1,0,300,300,51,16,3,9,0
464,2,1,2,0,0,53,1,6,16,0
4132,1,0,2,70,70,62,10,5,22,0
2491,3,1,0,145,145,83,13,5,17,0
3663,1,1,2,100,100,88,29,6,7,0
2102,2,1,2,0,0,52,23,6,20,0
1647,2,1,2,0,0,80,12,1,8,0
622,3,0,0,130,130,50,19,0,9,0
4042,2,1,2,0,0,63,3,2,1,0
1370,4,0,1,120,120,72,13,1,20,0
2639,3,1,0,180,180,75,21,2,1,0
2227,1,1,2,90,90,87,30,6,9,0
79,2,1,2,0,0,76,26,0,11,0
4118,1,0,2,70,70,70,13,1,23,0
2014,4,0,1,115,115,57,22,2,10,0
3594,2,1,2,0,0,67,28,2,22,0
1332,2,1,2,0,0,59,6,5,5,0
1031,2,1,2,0,0,76,30,0,10,0
2670,2,1,2,0,0,47,18,2,23,0
3154,5,0,0,290,290,58,24,1,14,0
201,4,1,1,160,160,93,1,0,8,0
2682,0,0,0,350,350,63,10,5,16,0
4707,2,1,2,0,0,90,21,5,19,0
2709,3,1,0,180,180,76,23,4,12,0
4217,2,1,2,0,0,65,6,5,15,0
1728,3,0,0,140,140,59,13,3,12,0
2131,5,1,0,330,330,79,13,1,16,0
3797,2,1,2,0,0,85,27,2,10,0
3649,1,1,2,100,100,94,5,2,7,0
1307,4,1,1,120,120,83,4,1,8,0
935,6,1,1,110,110,86,15,5,5,0
2042,4,0,1,115,115,68,19,2,15,0
2242,2,1,2,0,0,69,3,6,19,0
4834,5,0,0,330,330,52,2,0,3,0
1852,6,0,1,120,120,50,2,4,21,0
4578,3,0,0,145,145,67,19,3,17,0
3577,3,1,0,150,150,93,24,3,23,0
1739,5,1,0,300,300,39,25,1,14,0
2732,1,0,2,120,120,46,9,6,7,0
4853,1,1,2,90,90,88,22,1,9,0
2615,5,1,0,350,350,79,9,1,15,0
4061,0,1,0,300,300,60,9,3,7,0
599,6,1,1,110,110,59,24,5,10,0
4903,2,1,2,0,0,105,19,2,14,0
2107,0,1,0,330,330,77,29,3,16,0
701,1,1,2,60,60,57,8,3,13,0
3824,1,0,2,100,100,67,18,1,19,0
4355,0,1,0,300,300,48,1,3,9,0
928,6,0,1,110,110,79,1,0,8,0
2384,6,0,1,125,125,67,14,2,12,0
756,0,0,0,290,290,30,19,0,5,0
28,0,0,0,350,350,73,3,5,3,0
2614,2,1,2,0,0,52,20,3,23,0
4269,4,1,1,110,110,57,26,0,2,0
1353,2,1,2,0,0,94,27,5,21,0
3308,5,0,0,290,290,45,8,1,1,0
3650,2,1,2,0,0,52,20,3,22,0
3787,3,1,0,150,150,82,8,0,0,0
3176,6,0,1,110,110,54,2,3,16,0
348,4,0,1,160,160,45,28,0,7,0
828,2,1,2,0,0,98,30,2,23,0
564,6,0,1,110,110,56,20,5,10,0
887,4,1,1,100,100,95,8,3,21,0
3782,1,0,2,100,100,58,15,0,19,0
4530,0,0,0,330,330,66,23,0,20,0
1944,4,0,1,110,110,57,12,1,7,0
3053,0,1,0,290,290,49,5,0,2,0
3373,4,1,1,100,100,76,15,3,19,0
1537,6,1,1,120,120,75,4,6,13,0
814,2,1,2,0,0,76,27,3,15,0
4114,6,0,1,120,120,65,6,5,9,0
2508,1,0,2,120,120,45,20,5,9,0
1287,3,1,0,150,150,82,15,2,7,0
3843,3,1,0,150,150,81,31,1,0,0
905,2,1,2,0,0,76,22,3,13,0
2490,4,0,1,115,115,60,8,5,15,0
4164,4,0,1,110,110,75,24,1,12,0
1493,2,1,2,0,0,89,16,5,13,0
1557,5,1,0,300,300,79,27,1,12,0
4287,2,1,2,0,0,42,29,5,15,0
4601,1,1,2,90,90,85,10,4,12,0
3410,0,0,0,290,290,90,3,2,1,0
962,5,0,0,290,290,71,28,0,14,0
1267,0,1,0,340,340,93,26,3,7,0
1114,1,0,2,100,100,45,1,4,20,0
2084,4,0,1,115,115,47,1,0,3,0
951,3,1,0,130,130,90,22,6,10,0
4279,1,1,2,70,70,54,13,0,12,0
1290,2,1,2,0,0,54,18,5,22,0
890,1,0,2,60,60,90,26,5,3,0
3529,0,1,0,340,340,94,11,6,13,0
4055,1,1,2,70,70,67,29,6,10,0
3044,4,0,1,100,100,46,7,4,8,0
2864,0,0,0,350,350,61,24,2,15,0
590,2,1,2,0,0,57,15,3,3,0
2370,6,0,1,125,125,56,12,2,4,0
1605,2,1,2,0,0,75,24,1,4,0
2057,3,1,0,145,145,93,5,4,19,0
4432,0,0,0,300,300,55,5,4,21,0
4110,0,0,0,300,300,58,10,5,19,0
38,5,0,0,350,350,74,13,1,4,0
808,5,0,0,290,290,45,28,0,2,0
3072,4,0,1,100,100,49,27,3,7,0
4894,0,0,0,330,330,52,19,3,19,0
588,0,0,0,290,290,60,13,1,14,0
3026,1,0,2,60,60,75,12,0,18,0
3887,1,1,2,100,100,97,4,5,8,0
736,1,0,2,60,60,48,29,6,8,0
401,2,1,2,0,0,97,28,6,21,0
2596,4,0,1,160,160,46,5,0,1,0
1950,6,0,1,120,120,61,18,0,20,0
1914,5,0,0,300,300,65,12,5,7,0
2915,2,1,2,0,0,87,10,0,22,0
4956,3,0,0,145,145,58,12,0,19,0
2506,3,0,0,180,180,70,17,0,2,0
3988,6,0,1,130,130,69,31,5,7,0
2535,0,1,0,350,350,76,17,1,17,0
976,5,0,0,290,290,57,26,4,10,0
4627,3,1,0,145,145,94,28,6,6,0
2091,4,1,1,115,115,84,8,0,22,0
2361,2,1,2,0,0,84,11,1,6,0
3293,2,1,2,0,0,76,4,3,11,0
3525,5,1,0,340,340,82,2,1,23,0
4140,2,1,2,0,0,60,14,2,2,0
441,0,1,0,350,350,77,9,4,21,0
827,1,1,2,60,60,56,23,0,21,0
4347,3,1,0,140,140,44,21,6,5,0
393,1,1,2,120,120,79,20,5,8,0
1299,6,1,1,130,130,94,27,0,18,0
3048,2,1,2,0,0,55,14,2,21,0
2153,6,1,1,125,125,91,25,3,21,0
3668,3,0,0,150,150,53,27,4,12,0
1478,1,0,2,100,100,45,1,4,21,0
184,2,1,2,0,0,74,14,2,23,0
624,1,0,2,60,60,55,21,2,22,0
2054,5,0,0,330,330,59,2,1,1,0
988,1,0,2,60,60,50,7,6,8,0
347,6,1,1,140,140,93,27,6,2,0
699,3,1,0,130,130,60,6,1,1,0
2612,0,0,0,350,350,71,17,4,17,0
1825,4,1,1,110,110,53,4,3,6,0
2515,1,1,2,120,120,75,18,4,21,0
782,4,0,1,100,100,98,22,0,15,0
4387,6,1,1,120,120,54,27,0,22,0
3798,5,0,0,340,340,67,12,3,1,0
2316,3,0,0,145,145,46,31,2,22,0
148,1,0,2,120,120,51,6,1,18,0
4249,3,1,0,140,140,42,31,5,5,0
3098,5,0,0,290,290,44,25,6,0,0
3796,1,0,2,100,100,60,8,4,18,0
2244,6,0,1,125,125,57,14,1,0,0
1568,0,0,0,300,300,77,11,6,14,0
1800,1,0,2,70,70,56,6,3,17,0
1360,2,1,2,0,0,58,3,5,2,0
2603,4,1,1,160,160,82,13,1,22,0
4996,6,0,1,125,125,64,17,2,13,0
360,5,0,0,350,350,65,9,5,15,0
2257,5,1,0,330,330,75,1,5,5,0
4322,2,1,2,0,0,52,15,2,3,0
1297,2,1,2,0,0,85,25,5,9,0
2552,5,0,0,350,350,54,22,0,15,0
4770,2,1,2,0,0,70,21,3,8,0
1235,5,1,0,340,340,90,24,6,16,0
3776,2,1,2,0,0,62,4,2,22,0
70,0,0,0,350,350,68,17,5,14,0
2471,0,1,0,330,330,82,13,5,20,0
315,0,1,0,350,350,94,25,2,13,0
3593,1,1,2,100,100,85,9,4,6,0
1588,3,0,0,140,140,58,4,2,12,0
4153,1,1,2,70,70,70,21,6,10,0
4366,6,0,1,120,120,44,6,3,11,0
2407,3,1,0,145,145,72,24,3,15,0
4523,0,1,0,330,330,87,28,4,8,0
335,3,1,0,180,180,81,15,1,14,0
919,2,1,2,0,0,70,23,0,21,0
2795,1,1,2,120,120,77,5,0,18,0
3242,0,0,0,290,290,46,17,3,19,0
3423,3,1,0,130,130,74,30,0,10,0
1321,4,1,1,120,120,92,18,1,6,0
705,4,1,1,100,100,58,12,0,13,0
999,4,1,1,100,100,73,12,0,13,0
1936,6,0,1,120,120,48,4,0,5,0
2727,5,1,0,350,350,92,17,0,2,0
3287,5,1,0,290,290,87,24,6,15,0
4861,2,1,2,0,0,84,6,5,13,0
3700,5,0,0,340,340,63,2,1,3,0
1518,3,0,0,140,140,65,14,6,17,0
4586,0,0,0,330,330,68,3,0,21,0
3035,5,1,0,290,290,84,5,3,13,0
2466,2,1,2,0,0,47,18,2,9,0
1780,2,1,2,0,0,43,13,1,18,0
4940,6,0,1,125,125,59,11,0,12,0
3731,3,1,0,150,150,87,12,1,0,0
4607,0,1,0,330,330,77,21,2,9,0
2126,4,0,1,115,115,67,8,3,9,0
3984,0,0,0,340,340,70,24,2,17,0
2081,2,1,2,0,0,80,29,5,8,0
334,4,0,1,160,160,46,14,0,10,0
4163,6,1,1,120,120,60,8,6,20,0
1599,5,1,0,300,300,68,16,0,14,0
3751,4,1,1,120,120,94,18,4,21,0
2808,0,0,0,350,350,63,19,0,16,0
4155,5,1,0,300,300,82,24,5,17,0
2909,5,1,0,350,350,82,30,3,1,0
4049,2,1,2,0,0,58,20,5,13,0
4135,6,1,1,120,120,79,30,6,21,0
3929,1,1,2,100,100,83,12,3,8,0
3982,4,0,1,120,120,50,21,4,11,0
719,4,1,1,100,100,42,26,0,5,0
2940,3,0,0,180,180,53,25,3,23,0
2834,4,0,1,160,160,46,6,2,8,0
337,1,1,2,120,120,88,17,3,0,0
3542,3,0,0,150,150,48,17,2,22,0
3573,2,1,2,0,0,86,13,1,9,0
2706,5,0,0,350,350,63,1,0,14,0
933,2,1,2,0,0,84,30,5,18,0
2946,4,0,1,160,160,59,8,1,20,0
1873,6,1,1,120,120,55,26,0,22,0
772,2,1,2,0,0,87,20,5,17,0
4119,2,1,2,0,0,78,29,3,14,0
1617,0,1,0,300,300,58,8,1,8,0
4544,0,0,0,330,330,46,19,2,21,0
3300,2,1,2,0,0,45,1,0,12,0
4774,3,0,0,145,145,65,14,4,13,0
4814,6,0,1,125,125,71,30,0,7,0
4597,6,1,1,125,125,88,3,6,22,0
1821,1,1,2,70,70,49,31,0,18,0
176,1,0,2,120,120,56,6,1,7,0
4656,0,0,0,330,330,59,2,4,22,0
4684,0,0,0,330,330,62,24,6,23,0
1718,5,0,0,300,300,42,2,6,13,0
2118,6,0,1,125,125,55,10,0,11,0
1559,4,1,1,110,110,68,1,3,17,0
1172,5,0,0,340,340,45,29,6,13,0
1325,2,1,2,0,0,95,22,5,2,0
1046,5,0,0,340,340,71,2,4,11,0
3157,3,1,0,130,130,47,15,5,12,0
3986,2,1,2,0,0,58,27,1,0,0
254,2,1,2,0,0,70,23,4,4,0
3015,6,1,1,110,110,92,7,0,17,0
1736,0,0,0,300,300,60,22,5,7,0
1897,0,1,0,300,300,49,25,2,21,0
1004,5,0,0,340,340,47,14,1,22,0
1093,1,1,2,100,100,85,11,4,16,0
4626,4,0,1,115,115,67,9,1,15,0
1979,4,1,1,110,110,80,17,1,5,0
4400,5,0,0,300,300,58,6,4,7,0
3321,2,1,2,0,0,56,29,3,3,0
4951,1,1,2,90,90,81,18,1,13,0
2442,3,0,0,145,145,71,17,5,3,0
382,6,0,1,140,140,69,9,1,2,0
4513,6,1,1,125,125,93,10,1,22,0
3111,2,1,2,0,0,52,31,1,0,0
2914,1,0,2,120,120,58,25,6,7,0
2733,2,1,2,0,0,81,28,4,22,0
279,3,1,0,180,180,84,20,1,6,0
2857,0,1,0,350,350,97,27,2,3,0
3885,3,1,0,150,150,84,1,6,1,0
2557,1,1,2,120,120,75,19,3,21,0
1818,4,0,1,110,110,60,28,4,11,0
3538,2,1,2,0,0,52,10,4,8,0
2310,0,0,0,330,330,48,20,2,9,0
4731,4,1,1,115,115,89,31,4,5,0
2241,1,1,2,90,90,74,29,6,17,0
3021,5,1,0,290,290,70,17,4,13,0
4620,3,0,0,145,145,63,28,3,18,0
3613,0,1,0,340,340,89,7,6,4,0
2268,0,0,0,330,330,56,21,6,6,0
4341,0,1,0,300,300,52,9,0,8,0
2907,1,1,2,120,120,86,27,4,19,0
2985,2,1,2,0,0,94,24,5,21,0
2293,6,1,1,125,125,82,26,6,16,0
2329,4,1,1,115,115,87,19,5,3,0
403,6,1,1,140,140,81,30,1,7,0
1494,5,0,0,340,340,54,17,6,18,0
2269,1,1,2,90,90,82,25,6,8,0
1207,5,1,0,340,340,98,2,6,11,0
593,4,1,1,100,100,46,18,6,20,0
1921,5,1,0,300,300,88,19,5,2,0
2090,6,0,1,125,125,56,7,6,15,0
4440,1,0,2,70,70,52,18,6,1,0
3063,5,1,0,290,290,43,26,3,12,0
429,2,1,2,0,0,74,25,6,13,0
277,6,1,1,140,140,82,18,6,19,0
1924,3,0,0,140,140,58,22,1,20,0
1955,2,1,2,0,0,83,23,5,3,0
759,5,1,0,290,290,33,4,2,12,0
2999,2,1,2,0,0,77,16,1,21,0
4976,4,0,1,115,115,49,15,3,17,0
3091,5,1,0,290,290,49,8,3,12,0
4430,4,0,1,110,110,62,1,5,14,0
3765,4,1,1,120,120,88,1,0,20,0
2250,5,0,0,330,330,60,26,0,13,0
1042,3,0,0,150,150,48,5,1,16,0
4012,0,0,0,300,300,65,8,1,18,0
1734,4,0,1,110,110,57,20,3,2,0
4414,5,0,0,300,300,65,2,6,7,0
1336,3,0,0,150,150,65,10,2,22,0
1989,1,1,2,70,70,84,27,4,20,0
2986,5,0,0,350,350,49,11,6,12,0
926,2,1,2,0,0,77,1,0,12,0
1105,3,1,0,150,150,98,23,2,0,0
2203,4,1,1,115,115,85,16,1,3,0
96,4,0,1,160,160,46,12,3,20,0
2134,3,0,0,145,145,44,16,4,11,0
2852,2,1,2,0,0,51,1,6,22,0
3742,5,0,0,340,340,64,19,2,2,0
2505,4,1,1,160,160,105,28,2,11,0
3823,0,1,0,340,340,78,3,0,4,0
774,6,0,1,110,110,34,31,0,21,0
25,6,1,1,140,140,87,31,2,11,0
4363,1,1,2,70,70,53,15,6,12,0
2372,3,0,0,145,145,70,22,3,9,0
612,5,0,0,290,290,46,9,4,18,0
4208,0,0,0,300,300,39,2,2,20,0
2019,5,1,0,330,330,90,27,0,16,0
2280,4,0,1,115,115,44,4,2,9,0
4190,5,0,0,300,300,58,11,2,7,0
4815,4,1,1,115,115,97,14,1,22,0
3055,2,1,2,0,0,46,11,6,9,0
3285,1,1,2,60,60,10,21,0,8,0
2821,3,1,0,180,180,95,25,3,0,0
4327,0,1,0,300,300,51,11,6,8,0
3380,4,0,1,100,100,60,6,4,6,0
1694,0,0,0,300,300,79,6,0,5,0
2782,2,1,2,0,0,49,29,3,10,0
3206,3,0,0,130,130,53,18,1,19,0
1285,6,1,1,130,130,97,13,0,21,0
3374,3,0,0,130,130,54,30,4,11,0
1609,3,1,0,140,140,72,28,5,13,0
1970,5,0,0,300,300,50,8,6,23,0
2398,6,0,1,125,125,65,28,3,19,0
2973,6,1,1,140,140,80,13,0,4,0
3422,4,0,1,100,100,73,15,6,19,0
1055,4,1,1,120,120,84,3,1,20,0
1173,6,1,1,130,130,79,30,0,18,0
230,3,0,0,180,180,68,30,1,7,0
3031,3,1,0,130,130,80,26,4,23,0
500,5,0,0,290,290,60,7,0,21,0
1938,3,0,0,140,140,63,6,2,16,0
2228,2,1,2,0,0,67,13,5,12,0
4271,0,1,0,300,300,52,28,2,9,0
932,1,0,2,60,60,83,25,4,14,0
2560,6,0,1,140,140,44,8,4,20,0
94,5,0,0,350,350,71,10,1,11,0
3294,5,0,0,290,290,34,19,4,3,0
2011,2,1,2,0,0,81,19,6,16,0
874,3,0,0,130,130,54,22,0,15,0
1562,1,0,2,70,70,75,5,0,0,0
3395,3,1,0,130,130,99,17,5,18,0
4034,1,0,2,70,70,55,18,4,21,0
940,2,1,2,0,0,55,13,1,16,0
2964,2,1,2,0,0,53,10,5,9,0
3173,1,1,2,60,60,43,10,6,18,0
4047,0,1,0,300,300,68,26,2,6,0
4312,3,0,0,140,140,53,24,5,17,0
100,2,1,2,0,0,57,16,0,15,0
2775,2,1,2,0,0,91,30,4,22,0
4147,2,1,2,0,0,80,10,1,14,0
1678,4,0,1,110,110,72,18,2,13,0
2969,0,1,0,350,350,78,6,2,14,0
3837,0,1,0,340,340,90,19,3,4,0
4173,0,1,0,300,300,73,27,3,7,0
1288,0,0,0,340,340,61,16,3,12,0
3177,4,1,1,100,100,46,17,4,8,0
2177,0,1,0,330,330,89,22,1,19,0
291,6,1,1,140,140,79,1,6,16,0
4670,0,0,0,330,330,47,29,0,22,0
2820,4,0,1,160,160,66,6,5,9,0
1823,5,1,0,300,300,46,2,1,1,0
1036,0,0,0,340,340,61,1,3,11,0
4497,2,1,2,0,0,96,13,5,15,0
1889,3,1,0,140,140,56,17,1,22,0
4728,2,1,2,0,0,67,8,6,6,0
561,1,1,2,60,60,59,17,2,15,0
4737,6,1,1,125,125,78,12,2,2,0
2817,2,1,2,0,0,89,18,5,10,0
4016,6,0,1,120,120,70,15,6,8,0
2049,4,1,1,115,115,77,26,2,12,0
2651,6,1,1,140,140,82,3,6,18,0
3049,5,1,0,290,290,48,29,3,13,0
2626,0,0,0,350,350,57,14,5,16,0
3857,3,1,0,150,150,91,14,2,0,0
3018,0,0,0,290,290,67,29,4,15,0
2502,2,1,2,0,0,53,10,2,12,0
3499,4,1,1,100,100,73,21,6,6,0
3723,4,1,1,120,120,95,27,5,21,0
2187,5,1,0,330,330,73,19,3,16,0
3574,5,0,0,340,340,50,1,6,0,0
2333,2,1,2,0,0,89,13,1,15,0
4866,0,0,0,330,330,62,30,6,18,0
1252,3,0,0,150,150,52,11,2,5,0
632,2,1,2,0,0,58,29,3,0,0
2924,6,0,1,140,140,44,6,6,17,0
3536,0,0,0,340,340,61,7,5,1,0
2949,1,1,2,120,120,93,30,5,18,0
4998,3,0,0,145,145,57,20,1,20,0
2845,2,1,2,0,0,84,12,2,10,0
2960,4,0,1,160,160,47,1,0,20,0
367,5,1,0,350,350,78,16,5,3,0
3073,3,1,0,130,130,52,5,4,23,0
423,5,1,0,350,350,95,19,0,8,0
2456,3,0,0,145,145,58,18,2,10,0
1867,4,1,1,110,110,59,20,1,8,0
2426,6,0,1,125,125,73,21,5,10,0
4178,4,0,1,110,110,72,20,3,13,0
1153,4,1,1,120,120,91,10,1,18,0
4761,0,1,0,330,330,93,22,0,12,0
2800,3,0,0,180,180,46,31,2,12,0
770,0,0,0,290,290,56,10,4,12,0
647,5,1,0,290,290,62,13,5,14,0
4823,3,1,0,145,145,82,30,6,2,0
4221,3,1,0,140,140,50,14,4,5,0
3115,3,1,0,130,130,47,7,6,13,0
4364,2,1,2,0,0,47,3,4,4,0
4403,3,1,0,140,140,51,26,5,5,0
4941,4,1,1,115,115,91,30,5,3,0
665,0,1,0,290,290,45,31,2,6,0
1395,2,1,2,0,0,92,10,5,4,0
1271,6,1,1,130,130,80,30,0,3,0
2013,6,1,1,125,125,93,21,1,4,0
1920,2,1,2,0,0,70,18,4,19,0
1520,1,0,2,70,70,62,16,1,22,0
1965,4,1,1,110,110,94,3,1,17,0
2629,5,1,0,350,350,96,3,6,15,0
3623,5,1,0,340,340,83,26,1,14,0
1409,2,1,2,0,0,83,24,5,14,0
1003,2,1,2,0,0,97,7,5,19,0
371,0,1,0,350,350,80,20,2,22,0
910,0,0,0,290,290,90,29,1,0,0
3951,2,1,2,0,0,99,11,2,13,0
3390,1,0,2,60,60,90,25,1,14,0
4948,4,0,1,115,115,69,29,0,15,0
182,0,0,0,350,350,63,12,0,13,0
3600,1,0,2,100,100,52,8,4,18,0
1784,3,0,0,140,140,55,19,0,3,0
3976,3,0,0,150,150,67,9,6,14,0
4338,6,0,1,120,120,42,17,3,10,0
4446,0,0,0,300,300,66,28,0,21,0
2503,5,1,0,350,350,92,25,3,4,0
4413,2,1,2,0,0,60,13,1,15,0
4391,1,1,2,70,70,45,5,0,12,0
618,2,1,2,0,0,59,15,3,8,0
3476,5,0,0,290,290,57,4,3,10,0
819,0,1,0,290,290,98,3,1,3,0
1791,3,1,0,140,140,46,26,0,20,0
4226,6,0,1,120,120,51,6,1,10,0
4211,5,1,0,300,300,102,25,0,19,0
3112,5,0,0,290,290,46,15,2,15,0
2876,4,0,1,160,160,68,9,2,8,0
3082,1,0,2,60,60,43,7,3,17,0
4441,2,1,2,0,0,95,5,0,16,0
4615,1,1,2,90,90,93,5,3,13,0
2413,4,1,1,115,115,75,24,0,5,0
4757,5,1,0,330,330,75,12,0,23,0
3424,0,0,0,290,290,75,19,5,1,0
1992,6,0,1,120,120,49,31,1,20,0
4562,6,0,1,125,125,51,20,5,11,0
2165,2,1,2,0,0,73,20,6,22,0
2408,0,0,0,330,330,58,29,4,18,0
2401,0,1,0,330,330,92,14,6,2,0
2444,1,0,2,90,90,56,6,1,7,0
1766,2,1,2,0,0,48,29,0,9,0
1213,2,1,2,0,0,80,8,5,18,0
3708,6,0,1,130,130,48,17,3,7,0
4429,6,1,1,120,120,75,13,0,22,0
2088,2,1,2,0,0,52,5,4,3,0
1590,1,0,2,70,70,70,6,4,17,0
4713,1,1,2,90,90,97,31,2,15,0
1781,5,1,0,300,300,56,14,2,20,0
2741,5,1,0,350,350,75,6,6,2,0
3443,4,1,1,100,100,58,26,0,6,0
454,3,0,0,180,180,51,22,3,15,0
143,5,1,0,350,350,93,1,3,16,0
1843,2,1,2,0,0,58,24,2,0,0
1833,3,1,0,140,140,50,13,5,0,0
3027,2,1,2,0,0,76,27,1,10,0
4580,1,0,2,90,90,55,22,2,0,0
4351,5,1,0,300,300,56,25,1,19,0
3090,2,1,2,0,0,57,20,5,21,0
3116,0,0,0,290,290,51,22,0,5,0
3901,1,1,2,100,100,94,29,3,8,0
543,6,1,1,110,110,45,19,1,16,0
684,4,0,1,100,100,52,19,0,3,0
2338,0,0,0,330,330,44,21,0,2,0
3510,2,1,2,0,0,61,22,6,8,0
4719,0,1,0,330,330,86,7,2,12,0
4880,0,0,0,330,330,61,25,5,19,0
4258,1,0,2,70,70,44,4,1,0,0
4004,3,0,0,140,140,78,31,0,15,0
1687,0,1,0,300,300,68,28,5,10,0
804,3,0,0,130,130,45,26,2,17,0
3545,2,1,2,0,0,83,10,0,20,0
252,0,0,0,350,350,56,21,2,18,0
4245,2,1,2,0,0,46,24,2,15,0
4085,5,1,0,300,300,68,10,0,18,0
499,2,1,2,0,0,77,6,6,16,0
3138,1,0,2,60,60,54,25,3,8,0
3172,0,0,0,290,290,66,26,5,3,0
3307,2,1,2,0,0,76,19,3,11,0
613,6,1,1,110,110,58,10,5,1,0
449,1,1,2,120,120,93,17,5,14,0
1886,5,0,0,300,300,59,14,5,3,0
4875,2,1,2,0,0,84,30,2,13,0
2115,1,1,2,90,90,93,7,4,16,0
3670,1,0,2,100,100,67,30,3,19,0
2785,4,1,1,160,160,88,21,0,8,0
1439,6,1,1,130,130,90,23,0,22,0
2087,1,1,2,90,90,91,4,3,22,0
1063,3,1,0,150,150,93,11,2,12,0
4724,4,0,1,115,115,48,1,1,17,0
1602,3,0,0,140,140,60,19,3,21,0
579,4,1,1,100,100,44,4,6,7,0
2582,4,0,1,160,160,74,10,6,0,0
3568,6,0,1,130,130,67,29,5,4,0
3331,4,1,1,100,100,55,4,4,10,0
4078,5,0,0,300,300,68,16,2,5,0
101,5,1,0,350,350,86,17,1,21,0
3385,5,1,0,290,290,75,2,1,10,0
1394,1,0,2,100,100,65,9,4,0,0
2688,3,0,0,180,180,52,12,0,12,0
2406,4,0,1,115,115,45,18,2,13,0
4953,5,1,0,330,330,92,18,3,20,0
1135,1,1,2,100,100,79,22,4,1,0
2470,3,0,0,145,145,53,8,5,18,0
1348,6,0,1,130,130,71,22,0,0,0
834,1,0,2,60,60,76,1,0,12,0
3681,4,1,1,120,120,84,22,3,20,0
1765,1,1,2,70,70,55,28,6,7,0
1760,5,0,0,300,300,54,21,6,19,0
2578,1,0,2,120,120,49,2,0,10,0
1527,1,1,2,70,70,88,24,2,14,0
4799,5,1,0,330,330,76,14,2,15,0
3860,2,1,2,0,0,58,2,2,22,0
310,2,1,2,0,0,48,20,4,12,0
4763,2,1,2,0,0,80,25,6,19,0
1533,0,1,0,300,300,79,31,2,4,0
907,6,1,1,110,110,46,11,6,18,0
1967,0,1,0,300,300,81,5,3,4,0
1857,2,1,2,0,0,42,8,3,8,0
3433,2,1,2,0,0,84,18,3,20,0
1639,1,1,2,70,70,75,3,6,14,0
960,1,0,2,60,60,67,15,3,16,0
2810,2,1,2,0,0,48,23,0,22,0
2146,6,0,1,125,125,46,18,3,3,0
4516,0,0,0,330,330,55,2,6,20,0
3694,6,0,1,130,130,60,2,1,6,0
3453,1,1,2,60,60,82,15,5,17,0
2276,1,0,2,90,90,53,2,4,0,0
970,6,0,1,110,110,61,16,4,16,0
4964,0,0,0,330,330,62,27,4,23,0
2052,1,0,2,90,90,50,30,6,12,0
3271,1,1,2,60,60,67,23,6,9,0
3999,1,1,2,100,100,76,8,0,9,0
2351,3,1,0,145,145,81,7,4,7,0
3409,3,1,0,130,130,89,14,4,9,0
4472,4,0,1,110,110,58,15,2,14,0
3454,2,1,2,0,0,63,4,3,8,0
4533,5,1,0,330,330,78,16,5,19,0
2772,3,0,0,180,180,47,12,4,0,0
1866,6,0,1,120,120,44,19,0,5,0
2395,1,1,2,90,90,82,12,0,12,0
189,0,1,0,350,350,79,19,0,0,0
833,0,1,0,290,290,45,25,6,10,0
4000,2,1,2,0,0,60,23,1,0,0
3364,5,0,0,290,290,45,14,6,4,0
4485,6,1,1,120,120,91,22,3,22,0
4551,0,1,0,330,330,91,15,6,9,0
4989,6,1,1,125,125,77,22,5,1,0
3064,6,0,1,110,110,56,14,1,4,0
4542,4,0,1,115,115,68,15,3,14,0
2258,6,0,1,125,125,59,19,4,7,0
2400,3,0,0,145,145,53,9,6,0,0
1039,5,1,0,340,340,79,16,4,13,0
4651,2,1,2,0,0,77,11,1,17,0
3957,1,1,2,100,100,88,21,6,9,0
3673,6,1,1,130,130,79,18,3,17,0
4027,1,1,2,70,70,88,18,3,9,0
3773,3,1,0,150,150,96,16,2,0,0
1795,5,1,0,300,300,51,1,5,5,0
3058,4,0,1,100,100,47,3,3,7,0
1456,0,0,0,340,340,52,10,3,22,0
3877,4,1,1,120,120,79,17,5,21,0
2473,2,1,2,0,0,84,24,0,0,0
4070,2,1,2,0,0,67,1,0,1,0
4609,2,1,2,0,0,83,25,1,16,0
4246,5,0,0,300,300,55,8,3,6,0
674,2,1,2,0,0,61,9,4,14,0
717,5,1,0,290,290,48,24,5,16,0
3938,5,0,0,340,340,65,16,6,3,0
792,1,0,2,60,60,32,24,2,14,0
388,5,0,0,350,350,74,15,0,7,0
1389,5,1,0,340,340,82,4,6,3,0
3952,5,0,0,340,340,46,30,0,4,0
